id,pos,name
20827165,"(0.1293896,52.2073502)",The Hopbine
20827166,"(0.1392595,52.1993383)",White Swan
20830219,"(-0.6883858,51.5745556)",The Chequers
20832304,"(-1.2954798,50.9466916)",Brigadier Gerard
20833455,"(-1.1256992,52.659689)",The Talbot
20834054,"(-1.1238264,52.6603665)",Bull's Head
20834055,"(-1.1233088,52.6597841)",The Belgrave
20834726,"(-2.9211495,53.2714024)",The Sir Robert
20835180,"(-2.9230582,53.2656006)",The Straw Hat
20835200,"(-1.1266324,52.6438921)",The Bridle Lane Tavern
20838774,"(1.1608055,52.0535193)",The Lord Nelson
20841511,"(1.2348837,52.065952)",The Bell Inn
20849502,"(-1.2026228,52.7785341)",Boat Inn
20849552,"(-1.213865,52.7774106)",Albion Inn
20889862,"(-1.2019158,52.7772875)",The Gate
20909282,"(-1.1731221,52.7439916)",Quorndon Fox
20916314,"(-2.942621,53.2768972)",The Marquis
20917661,"(1.2755727,51.9573495)",The Shipwreck
20917662,"(1.2675855,51.9556528)",The Bristol Arms
20921875,"(0.1181553,52.2089348)",Baron of Beef
20921876,"(0.1182051,52.2088653)",The Mitre
20921908,"(0.1245839,52.2144345)",Portland Arms
20922095,"(0.1229043,52.1979169)",The Snug
20922152,"(0.1244235,52.207293)",Champion of the Thames
20922155,"(0.1271614,52.1998613)",Prince Regent
20922157,"(0.1236555,52.2030223)",The Castle
20922158,"(0.1237449,52.2029403)",The Regal
20922173,"(0.1219277,52.2072198)",D'Arry's Wine Shop
20923611,"(-1.1221236,52.6508082)",The Balmoral
20927003,"(-0.2499027,51.2082807)",The Plough
20927195,"(-0.6497371,51.5677757)",Blackwood Arms
20937259,"(-1.1358002,52.6375451)",Cherry Tree
20937261,"(-1.1359389,52.6381639)",The Salmon
20940218,"(0.1254885,52.2141817)",Waterman
20940219,"(0.1120577,52.2134588)",Sir Isaac Newton
20940220,"(0.113247,52.2105324)",The Punter
20940430,"(0.1278301,52.2144216)",Old Spring
20940431,"(0.1141884,52.2157657)",Carpenters Arms
20942053,"(-0.9055833,51.2852773)",The Winchfield Inn
20942742,"(-0.9125844,51.2963079)",The Phoenix
20948341,"(-1.1406951,52.6480531)",The Abbey
20949110,"(-2.7913349,53.2518362)",Wheatsheaf Inn PH
20956417,"(1.1511612,52.0623891)",The Greyhound
20959299,"(-1.1257204,52.6388995)",The Musician
20959523,"(-1.1205817,52.6533337)",The Clowes Arms
20959773,"(-1.1426933,52.6412323)",Northbridge Tavern
20961358,"(-2.0900359,51.8938189)",The Lansdown
20963376,"(0.1231099,52.2033631)",Revolution
20963846,"(-0.2629639,51.240248)",The Red Lion
20965964,"(-1.2932726,51.783611)",The Red Lion
20966427,"(1.1525762,52.0406502)",The Live and Let Live
20967222,"(1.436984,52.4562575)",The Kings Head
20973123,"(-1.1150834,52.6542593)",Victoria Jubilee
20973124,"(-1.1167445,52.6568787)",the Melton
20973311,"(-0.2100801,51.4680235)",The Eight Bells
20973312,"(-0.2100687,51.4691887)",The Larrik Inn
20973316,"(-0.1811249,51.4728364)",The Waterside
20974613,"(-1.1198431,52.6432377)",Durham Ox
20974867,"(-2.9473513,53.2841902)",The Travellers Rest
20979390,"(-2.965699,53.2804223)",The Cheshire Yeoman
20981584,"(-2.9543648,53.292243)",The White Lion
20981626,"(-2.9755871,53.2978448)",The Hooton
20982634,"(1.1810749,52.0591301)",The Fat Cat
20982930,"(1.1824744,52.0589696)",The Old Times
20983177,"(1.1878514,52.0594333)",The Brickimaker's Arms
20983180,"(1.1927251,52.0601559)",The Lattice Barn
20984367,"(1.1812359,52.0480475)",The Royal Oak
20987303,"(1.2183636,52.0690728)",The Falcon
20992703,"(-1.1169255,52.6093317)",The Cradock Arms
20998947,"(-0.1873293,51.227235)",The Old Oak
20998988,"(-0.1783112,51.2285044)",The Elm Shades
21004543,"(-2.8381931,53.037053)",Bull PH
21028920,"(-0.1929004,51.9904354)",The Orange Tree
21029518,"(-0.1879983,51.9757018)",The George IV
21029520,"(-0.1869612,51.9914509)",The Old White Horse
21029521,"(-0.187401,51.9918473)",The Engine
21029699,"(-1.6946046,53.9057132)",The Black Horse Hotel
21039932,"(-1.0761476,52.5969216)",New Inn
21039934,"(-1.0797946,52.5978145)",The Fox Inn
21039935,"(-1.0796163,52.5977669)",The Black Dog
21040327,"(-1.0834188,52.5986206)",The Old Library
21040333,"(-1.0756749,52.5968053)",The Wheel Inn
21042495,"(-2.5262642,51.6083483)",The White Lion
21055041,"(1.3505699,51.95989)",The Alex
21067942,"(-0.1822059,51.2376194)",The Hatch
21076190,"(-2.5164544,51.6073174)",The Black Horse
21093896,"(-2.9230582,53.2828716)",The Wheatsheaf
21094867,"(-3.0402307,53.1106794)",Halfway Inn
21094873,"(-3.0370304,52.8943516)",Cross Foxes
21094874,"(-3.0384049,52.8940524)",The Hart & Trumpet
21095655,"(-0.2129708,51.2018411)",Three Horseshoes Inn
21096692,"(-0.249381,51.121754)",The Gate
21096729,"(-0.2587108,51.1176972)",The Lamb Inn
21096818,"(-0.3310802,51.06469)",The Malt Shovel
21096827,"(-0.3323018,51.063729)",The Lynd Cross
21122960,"(-1.1659599,50.8528645)",The Delme Arms
21122961,"(-1.1672356,50.8539475)",The Roundabout Hotel
21122999,"(-1.1721898,50.8573062)",The Cob & Pen
21137006,"(1.2724228,52.0701547)",The Black Tiles
21137287,"(0.1454823,52.2179459)",Green Dragon
21192810,"(-2.3901164,52.7539154)",The Aston
21260839,"(0.1647467,52.2439549)",The Jolly Brewers
21260841,"(0.1619247,52.2437742)",The Lion & Lamb
21260842,"(0.1633606,52.2447356)",Waggon & Horses
21263804,"(0.7080355,50.9246578)",New Inn
21275759,"(-0.7946783,51.6175522)",Live and Let Live
21279305,"(-0.1848422,51.9862359)",The Boot
21279309,"(-0.1858948,51.9871917)",The Cock
21279310,"(-0.1883092,51.9900158)",Rose and Crown
21279311,"(-0.1886386,51.9902052)",The Victoria
21283066,"(-0.5083914,52.1383559)",The Three Tuns
21296919,"(-0.1871914,51.9876552)",The White Lion
21377808,"(-2.3431116,51.5069722)",Compass Inn
21378099,"(-2.3352221,51.5068986)",The Major's Retreat
21379084,"(-1.4875424,50.9243543)",Salmon Leap
21391223,"(0.1249433,52.1964242)",Panton Arms
21391227,"(0.1253729,52.1959875)",The Alma
21391259,"(0.1340869,52.1921538)",Earl of Derby
21391261,"(0.1318437,52.1943861)",Flying Pig
21404674,"(-0.2640466,52.0238555)",The Vicar's Inn
21404675,"(-0.2642307,52.025415)",The Old Oak
21404682,"(-0.2635801,52.016076)",The White Horse
21428378,"(-1.7837213,54.9311493)",The Bute Arms
21430987,"(-1.890016,54.9097921)",Anchor Inn
21436297,"(-2.6251632,51.5577749)",The Plough
21449461,"(0.137283,52.2295743)",Jenny Wren
21449586,"(0.1288104,52.2310161)",The Ship
21449848,"(-0.7906721,51.6198519)",The Squirrel
21451381,"(-1.2256579,51.7109493)",The Catherine Wheel
21496655,"(-1.1034695,51.6444064)",The Chequers Inn
21496664,"(-1.1415016,51.6310333)",Kingfisher Inn
21508946,"(-0.2634345,52.0090687)",The Three Tuns
21508951,"(-0.2671929,52.005792)",The True Briton
21540788,"(-1.9717618,51.9517534)",The Corner Cupboard
21540790,"(-1.9654356,51.9525982)",Plaisterers Arms
21540812,"(-1.9651845,51.9677351)",The Harvest Home
21545982,"(-1.2248433,51.7204887)",The George Inn
21546033,"(-2.9365731,53.2764731)",The White Swan
21562988,"(-1.1057706,51.7034644)",The Lamb
21563693,"(-1.0751763,51.7114526)",The Plough
21579537,"(-1.4020067,50.9782612)",Cleveland Bay
21585739,"(-0.3418479,51.5084457)",The Viaduct
21587054,"(-2.2522072,51.855737)",Robinhood
21587055,"(-2.2516479,51.8508955)",Seymour
21587056,"(-2.253048,51.8548786)",Linden Tree
21587060,"(-2.258002,51.8498227)",The Avenue
21591707,"(0.1107362,52.2150221)",The Grapes
21593232,"(-0.1117428,51.5153316)",Knights Templar
21593236,"(-0.1192378,51.5172525)",Ship Tavern
21593238,"(-0.1192746,51.5163499)",All Bar One
21599214,"(-2.2553694,51.8527674)",Bristol
21600867,"(-2.2232806,53.4286167)",The Cotton Tree
21628847,"(-2.2735535,51.8742073)",The Dog
21628858,"(-2.2723016,51.9719702)",Butchers Arms
21632596,"(-0.3187748,51.6578581)",Battle Axes
21642213,"(0.1130565,52.1765857)",Green Man
21642521,"(0.112904,52.1745617)",Tally Ho
21648679,"(-1.9198644,50.7697559)",Bear Cross
21654812,"(-2.9097926,53.2641665)",The Woodland
21661357,"(-2.5663349,51.6289362)",Anchor Inn
21671835,"(-2.5365142,51.5803071)",Masons Arms
21673394,"(-2.577161,51.5826791)",White Hart
21686579,"(-0.1045266,51.5153501)",White Swan
21693791,"(-0.0997325,51.5150736)",The Saint
21712651,"(-1.5082115,53.3827876)",The Masons Arms
21712656,"(-1.5054675,53.3809542)",The Old Grindstone
21712895,"(-1.5066235,53.382689)",Noah's Ark
21715058,"(0.6865114,52.6487041)",Kings Arms
21718478,"(-1.4975069,53.3860592)",The Closed Shop
21718487,"(-1.5028713,53.3845202)",Cobden View
21718491,"(-1.4974803,53.3874053)",The Springvale
21743402,"(-1.7309887,55.1684567)",The Plough
21746434,"(-1.3279116,50.9931061)",Dog and Crook
21746535,"(-1.4971635,53.386104)",The Hallamshire House
21755589,"(0.8324422,52.5360415)",The Chequers Inn
21760969,"(-3.5468691,50.7092683)",Cowick Barton
21762097,"(-3.538413,50.708991)",Seven Stars
21762098,"(-3.5375216,50.7104181)",Crawford Hotel
21763522,"(-0.9907296,51.5254225)",The Greyhound
21765883,"(0.8875517,52.5407813)",Red Lion
21769127,"(-0.4043757,51.201976)",The Abinger Hatch
21769128,"(-0.3869918,51.1982624)",The Stephan Langton
21879423,"(-4.9708411,51.8967245)",The Wolfe Inn
21980919,"(-0.4228087,51.3886519)",The Manor Inn
21992884,"(-0.4666921,52.1383367)",The Bankers Draft
21992885,"(-0.4669489,52.1382826)",The Bear
21992892,"(-0.4663747,52.1362823)",Yates's
21992893,"(-0.4663214,52.1360846)",The Rose
21992896,"(-0.4669843,52.1359246)",Chameleon
21992993,"(-0.4685366,52.1377304)",Bar Citrus
22264479,"(-3.040483,50.7794266)",New Inn
22405973,"(-2.5223034,53.5845248)",The Beehive
22464259,"(-2.593569,53.6017232)",Cherry Tree
22464263,"(-2.6032449,53.6086435)",Waggon and Horses
22464380,"(-2.5976887,53.6174569)",Ridgway Arms
22464388,"(-2.5753985,53.610741)",The Millstone
22464400,"(-2.5539656,53.6020314)",The Crown
22464407,"(-2.5332718,53.5893935)",The Greenwood Arms
22465787,"(-2.5967862,53.6173038)",Elephant And Castle
22533343,"(-2.61782,53.6397592)",Yarrow Bridge
22533408,"(-2.6217629,53.640421)",Hop Pocket
22533849,"(-2.6677147,53.6605583)",The Talbot
22534055,"(-2.711983,53.6635557)",Traveller's Rest
22534308,"(-2.6299863,53.6613507)",Parker's Arms
22948769,"(-1.0723489,51.5335237)",Red Lion
22948853,"(-1.0681687,51.5278628)",Black Lion
23007802,"(-3.7960424,51.2319809)",Blue Balls Inn
23007891,"(-3.9270736,51.2167611)",Hunters Inn
23202277,"(-2.3126617,54.3292856)",The Moorcock Inn
23586061,"(-1.0047103,51.4981818)",Pack Horse
23586685,"(-1.000468,51.4895325)",Pack Saddle
23607979,"(-1.045558,51.5406972)",Four Horseshoes
23637987,"(-1.0160177,51.5511032)",The Cherry Tree
23718371,"(0.0955269,52.1803858)",Red Lion
23718401,"(0.0951096,52.1800365)",Green Man
23719278,"(0.0935751,52.1811855)",Rupert Brooke
23719482,"(0.0940465,52.1833304)",Blue Ball Inn
23764419,"(0.0664265,52.2099165)",The Plough
24293774,"(-0.4615821,51.3826421)",Thames Court
24349350,"(-2.5499156,53.601485)",Bay Horse
24349355,"(-2.5433985,53.5991473)",Bridge Inn
24349363,"(-2.5061609,53.5953042)",The Blundell Arms
24349368,"(-2.4938314,53.5953788)",Bob's Smithy Inn
24349372,"(-2.4832376,53.5929584)",The Tempest Arms
24349377,"(-2.4833658,53.592604)",Sportsman's Arms
24349382,"(-2.4713821,53.5897378)",Doffcocker Inn
24361597,"(-2.5551933,53.5740673)",Brinsop Country Inn
24476715,"(-2.2687415,52.7808494)",The Navigation
24476746,"(-2.2582392,52.7813042)",The Royal Oak
24540816,"(-2.7004404,53.1376007)",Shady Oak PH
24557332,"(-2.2376435,51.8521268)",Duke of Wellington
24557376,"(-2.2363627,51.8547168)",New Victory
24557377,"(-2.2358053,51.8550298)",Golden Heart
24557396,"(-2.2343235,51.8570313)",Plough
24557397,"(-2.2326764,51.8583265)",India House
24557413,"(-2.2354203,51.8598547)",Vauxhall
24557414,"(-2.2371479,51.8606879)",One-eyed Jacks
24557416,"(-2.2363423,51.8603223)",Blenheim Inn
24557477,"(-2.2373914,51.8531505)",Victory
24673114,"(0.1398253,52.188595)",Rathmore Club
24796307,"(0.41121,51.8034603)",The White Horse
24797239,"(0.4145033,51.8051516)",The Leather Bottle
24926754,"(-2.9780901,53.4056664)",The Vines
24934413,"(-2.8666415,53.3755275)",The Famous Elephant
24961938,"(-1.1807232,51.7021684)",Mole Inn
24966839,"(-1.1300445,51.6805542)",The Crazy Bear
24982331,"(-2.8819566,53.2713899)",Gunners PH
24982585,"(-0.123789,52.3342551)",The Three Jolly Butchers
24985241,"(-0.1710259,51.2392942)",The Dragon
24987653,"(-2.925402,53.3995876)",The Wellington
24987678,"(-2.9541608,53.4051381)",The Royal Arms
24987679,"(-2.9545008,53.4054399)",The Weighing Machine
25032284,"(-2.376347,51.6605571)",The Black Horse
25032576,"(-2.4491795,51.7388769)",The Berkeley Arms
25032843,"(-2.4582131,51.7162788)",Lammastide Inn
25067147,"(-0.1750496,51.2339184)",The Garibaldi
25074467,"(-2.2500445,51.8614917)",Whitesmiths Arms
25091346,"(-2.5371886,51.5911368)",Cross Hands
25103008,"(-2.9168497,53.4270568)",Jolly Miller
25151661,"(-0.3512942,51.7544707)",The Black Lion Inn
25151662,"(-0.3513245,51.7542828)",The Blue Anchor
25151696,"(-0.3397195,51.7507535)",The Peahen
25153267,"(-2.5259472,51.6066206)",The Knot of Rope
25177599,"(-3.1691853,53.3741534)",The Hilltop
25179690,"(-0.3542161,51.7537248)",The Six Bells
25179708,"(-0.3536559,51.7539842)",The Rose & Crown
25179746,"(-0.3464959,51.751726)",Lower Red Lion
25180446,"(-0.2771132,51.1792299)",The Surrey Oaks
25180487,"(-0.2006886,51.2195674)",The Beehive
25180949,"(-1.2833285,51.8263429)",The Kings Arms
25242378,"(-2.2398199,51.8808761)",Longford Inn
25242703,"(-2.2649037,51.9238765)",Boat Inn
25242709,"(-2.2872975,51.9092383)",Rising Sun
25242710,"(-2.2748013,51.9285732)",Queens Arms
25242711,"(-2.2927824,51.922321)",Royal Exchange
25255047,"(-0.2058157,51.2377816)",The Market Hotel
25255048,"(-0.2098391,51.2381379)",The Red Cross Inn
25255049,"(-0.2092382,51.2377027)",The Bull's Head
25255576,"(-3.0468293,54.4379537)",Wainwright's Inn
25258660,"(-2.0491262,51.8509509)",Seven Springs
25258716,"(-2.0966289,51.8433047)",The Air Balloon
25258717,"(-2.1098068,51.8281264)",Royal George Hotel
25260697,"(-2.8872663,53.2670564)",Wing Half PH
25268942,"(-2.242296,51.8617943)",The Wellington Arms
25269344,"(-2.9155827,53.397392)",Coffee House
25282316,"(-2.5725975,51.554579)",The Bowl Inn
25282935,"(-0.9736907,52.1855485)",Queen Victoria
25282936,"(-0.9733021,52.1864146)",The Eykyn Arms
25283352,"(-1.0251846,52.1793527)",Gibbs Mew Red Lion
25283371,"(-0.9804057,52.1616053)",The George
25285250,"(0.1390513,52.1989253)",Devonshire Arms
25285271,"(0.1354166,52.1983154)",Salisbury Arms
25285273,"(0.1351376,52.1993737)",Live & Let Live
25288641,"(0.1467045,52.1875591)",The Rock
25292872,"(-3.0378187,54.4344707)",Britannia Inn
25292989,"(-2.2452282,51.8656201)",The New Inn
25293071,"(-2.2398153,51.8654669)",The Station Inn
25303185,"(-3.0495879,53.0976927)",Ye Olde Talbot Inn
25304282,"(-1.1274166,52.7089562)",The Red Lion Inn
25307014,"(-0.1391781,51.4925356)",The Queens Arms
25307015,"(-0.1395955,51.4923918)",The Warwick
25314846,"(-2.8661754,53.3748142)",The Coffee House
25316477,"(-2.8775161,53.3759181)",Gardeners Arms
25323831,"(-2.4563444,51.8250424)",Greyhound
25325680,"(-2.0836636,51.8220016)",Golden Heart Inn
25335122,"(0.864728,52.5575102)",Waggon And Horses
25345261,"(-2.4643251,51.6833739)",The Salutation
25345266,"(-2.4630032,51.6918238)",Boars Head Inn
25345267,"(-2.4621449,51.6914993)",Mariners Arms
25346760,"(-3.1789961,55.9348092)",Swany's
25346762,"(-3.1791054,55.9349785)",The Old Bell
25347565,"(-2.1638531,51.9421161)",The Swan
25347758,"(-2.1053704,51.9162208)",Cross Hands
25347828,"(-2.205394,51.829927)",Kings Head
25377364,"(-2.3474907,51.7973382)",The Anchor
25377395,"(-2.3624685,51.790149)",The Ship
25377430,"(-2.3638209,51.7717756)",Bell Inn
25377544,"(-2.3682926,51.7668572)",Horseshoe
25377607,"(-2.3250538,51.770149)",The Old Forge
25377608,"(-2.3248372,51.7703785)",Whitminster Inn
25377733,"(-2.2965684,51.8197033)",Pilot
25377903,"(-2.2385506,51.8636063)",Prince of Wales
25389920,"(0.1932102,51.2695049)",The Chequers
25389922,"(0.1777792,51.2787561)",Halfway House
25389996,"(0.1288037,51.2010494)",The Wheatsheaf
25398116,"(-1.2184023,52.079074)",The Marston Inn
25417773,"(-0.1309774,50.8402706)",The Hollingbury
25448163,"(-3.0488737,53.2771528)",The Wheatsheaf
25448294,"(-2.8702018,53.3739999)",The Grapes
25473538,"(-0.0785077,51.5096824)",The Liberty Bounds
25475187,"(-0.0779854,51.5113747)",The Cheshire Cheese
25475859,"(-2.3345575,53.3993874)",Moss Trooper
25475913,"(-0.1219388,51.5205198)",St George
25475914,"(-0.1227561,51.5210868)",The Swan
25476071,"(-0.1083091,51.5154278)",Coach and Horses
25496097,"(-0.1071645,51.5157954)",Cartoonist
25496835,"(-0.1100113,51.5178904)",Melton Mowbray
25496840,"(-0.110371,51.516754)",The Castle
25501630,"(-0.1233084,51.5284488)",McGlynn's
25503596,"(-0.1058778,51.5197864)",Sir John Oldcastle
25504104,"(-0.1073887,51.518328)",Ye Olde Mitre
25508632,"(-0.1224717,51.5148694)",Friend at Hand
25508731,"(-2.1556106,51.996871)",Black Bear
25510073,"(-1.8728471,51.963133)",Plough
25510381,"(-0.11398,51.4994244)",Crown & Cushion
25523569,"(0.0034181,51.4053384)",Shortlands Tavern
25524219,"(-0.0132994,51.3803052)",The Railway
25534171,"(-0.1877827,51.5397457)",The Lillie Langtry
25543438,"(0.1434606,52.2095379)",Corner House
25555544,"(-2.2235963,53.3632431)",The Beech Tree
25580806,"(-3.1726651,55.96256)",Cabbage and Ribs
25580807,"(-3.1708565,55.9623634)",Four In Hand
25584965,"(-2.2171354,53.3724139)",The Griffin
25585050,"(-2.2815644,53.4386099)",Famous Trevor Arms
25592547,"(-0.3385523,51.5088143)",The Duke of York
25597580,"(-0.1087008,51.5344323)",The Islington
25597628,"(-0.1072883,51.5347892)",The Angelic
25600991,"(-2.2384655,51.86835)",Victoria
25608647,"(-2.2375441,51.8078362)",Four Mile House
25611789,"(0.1439378,52.2097197)",Seven Stars
25611809,"(0.1057474,52.2518517)",Barley Mow
25611819,"(0.1108439,52.2426773)",Railway Vue
25612057,"(0.1041496,52.2549151)",King William IV
25612236,"(0.1063075,52.2516544)",The Boot
25612259,"(0.1043218,52.2528142)",Red Lion
25612510,"(0.1090942,52.2512848)",Rose & Crown (Everards)
25614583,"(-1.2116412,50.9550332)",Bunch of Grapes
25614586,"(-1.2128774,50.9530809)",The Crown
25614801,"(-0.8118772,51.8159778)",Stars
25620012,"(-2.137228,52.91888)",Brushmakers Arms
25628970,"(-0.3445894,51.5475799)",The Black Horse
25641515,"(-0.1826509,51.5500494)",3one7
25643018,"(-1.057298,52.0707556)",The Green Man
25696327,"(-0.0748749,51.5519233)",Marquis of Lansdowne
25696980,"(-0.0198934,51.745921)",The Bull
25697074,"(-5.0566855,56.6644788)",Clachaig Inn
25697080,"(-0.0154141,51.7521216)",The George III
25697381,"(-2.2417654,51.8706684)",The Kingsholme Inn
25699144,"(-2.8533936,53.3742938)",English Rose
25711959,"(-2.2224914,51.9307335)",Red Lion
25711983,"(-2.2276496,51.9488345)",Haw Bridge Inn
25711984,"(-2.2276612,51.9494029)",Riverside
25717652,"(-0.0994776,51.5822666)",Salisbury
25717653,"(-0.0989841,51.5780399)",The Old Ale Emporium
25717655,"(-0.0987516,51.5763738)",The Beaconsfield
25717656,"(-0.0964415,51.5719302)",The Finsbury
25718383,"(-0.0732359,51.8307497)",The Woodman
25718528,"(-0.0652215,51.8374685)",Robin Hood & Little John
25722373,"(-0.1004165,51.6832401)",The Plough
25725688,"(-1.3893971,50.8553448)",Travellers Rest
25729218,"(-0.038393,51.453373)",The Brockley Jack
25743827,"(-1.3913745,50.841969)",The Forest Home
25744229,"(-0.1793164,51.5578722)",The Holly Bush
25744422,"(-0.1407882,51.5650108)",The New Brunswick
25744452,"(-0.1367005,51.566338)",Whittington Stone
25744507,"(-0.138419,51.5566572)",Aces and Eights
25744530,"(-0.1384439,51.5571014)",The Boston Arms
25746185,"(-0.1132265,51.512377)",Cheshire Cheese
25749843,"(-0.0322702,51.833407)",Sow and Pigs
25750184,"(-1.2915336,51.5271557)",The Old Swan
25750185,"(-1.2908884,51.5268546)",Crown and Horns
25750446,"(-0.0290529,51.8396546)",The Anchor
25750447,"(-0.0278373,51.8402392)",The Feathers
25754529,"(-3.0700327,53.0906662)",The Bluebell Inn
25760127,"(-2.1724015,52.9172949)",Darlaston Arms
25760416,"(-0.0815865,51.8053329)",The White Lion
25760787,"(-0.0811639,51.8086269)",The Greyhound
25762213,"(-2.1436534,52.9020597)",The Robin Hood
25762309,"(-2.1469132,52.9019807)",The Jervis Bar
25779979,"(0.1228904,52.1403218)",The Navigator
25808165,"(-0.1294102,51.5488426)",The Unicorn
25823329,"(-0.1421979,51.539461)",The Camden Eye
25831194,"(-0.1435412,51.5402304)",The Bucks Head
25831302,"(-0.1466139,51.5410872)",Lockside Lounge
25831307,"(-0.1453769,51.5408816)",Lloyd's No 1 (The Ice Wharf)
